"Id","Weekly_Sales"
"19_2_2013-06-07",50841.0729370629
"20_2_2013-01-25",78251.2499300699
"20_2_2013-05-10",78251.2499300699
"44_2_2012-12-14",9377.27300699301
"20_2_2013-01-11",78251.2499300699
"17_2_2013-06-21",42231.8444055944
"4_2_2013-05-03",93639.3153846154
"17_2_2013-06-28",42231.8444055944
"44_2_2013-01-18",9377.27300699301
"17_2_2012-12-14",42231.8444055944
"20_2_2013-04-19",78251.2499300699
"20_2_2012-12-28",78251.2499300699
"7_2_2013-01-04",22603.6907692308
"19_2_2013-03-01",50841.0729370629
"39_2_2013-07-19",67338.4293706294
"39_2_2013-07-26",67338.4293706294
"35_2_2012-11-30",45578.4562237762
"35_2_2013-03-08",45578.4562237762
"6_2_2012-12-21",50269.4372727273
"35_2_2013-03-22",45578.4562237762
"11_2_2012-11-30",57114.3262237762
"1_2_2013-04-19",46102.0904195804
"1_2_2013-02-01",46102.0904195804
"1_2_2013-02-08",46102.0904195804
"1_2_2013-02-15",46102.0904195804
"2_2_2013-07-26",65912.9225174825
"4_2_2013-02-22",93639.3153846154
"2_2_2013-06-14",65912.9225174825
"2_2_2012-12-21",65912.9225174825
"11_2_2012-12-28",57114.3262237762
"11_2_2013-03-29",57114.3262237762
"11_2_2013-06-28",57114.3262237762
"44_2_2012-12-28",9377.27300699301
"13_2_2013-05-24",76339.96
"42_2_2013-04-26",15976.9024475524
"1_2_2013-07-05",46102.0904195804
"44_2_2013-01-25",9377.27300699301
"17_2_2012-12-21",42231.8444055944
"17_2_2013-04-05",42231.8444055944
"19_2_2012-12-07",50841.0729370629
"17_2_2013-04-19",42231.8444055944
"4_2_2013-05-24",93639.3153846154
"4_2_2013-05-31",93639.3153846154
"17_2_2012-11-09",42231.8444055944
"17_2_2013-06-14",42231.8444055944
"11_2_2013-05-31",57114.3262237762
"11_2_2013-03-08",57114.3262237762
"10_2_2012-11-23",109795.291468531
"17_2_2013-07-05",42231.8444055944
"20_2_2013-01-04",78251.2499300699
"19_2_2013-02-08",50841.0729370629
"19_2_2013-05-17",50841.0729370629
"2_2_2012-11-30",65912.9225174825
"14_2_2012-11-02",77704.857972028
"14_2_2013-02-22",77704.857972028
"20_2_2013-05-03",78251.2499300699
"24_2_2013-07-05",40797.1693006993
"24_2_2013-07-12",40797.1693006993
"28_2_2013-03-29",57751.2743356643
"28_2_2013-04-05",57751.2743356643
"33_2_2013-02-08",7471.4251048951
"28_2_2013-04-19",57751.2743356643
"13_2_2012-12-28",76339.96
"13_2_2013-01-04",76339.96
"13_2_2013-01-11",76339.96
"13_2_2012-11-09",76339.96
"13_2_2013-01-25",76339.96
"28_2_2013-03-01",57751.2743356643
"28_2_2013-03-08",57751.2743356643
"28_2_2013-03-15",57751.2743356643
"28_2_2013-03-22",57751.2743356643
"28_2_2013-06-28",57751.2743356643
"42_2_2013-04-05",15976.9024475524
"42_2_2013-04-12",15976.9024475524
"11_2_2012-11-02",57114.3262237762
"4_2_2013-03-29",93639.3153846154
"33_2_2013-03-22",7471.4251048951
"31_2_2013-06-28",58512.1315384615
"31_2_2013-04-05",58512.1315384615
"4_2_2013-01-04",93639.3153846154
"11_2_2013-05-24",57114.3262237762
"17_2_2013-03-29",42231.8444055944
"17_2_2012-11-30",42231.8444055944
"33_2_2013-03-29",7471.4251048951
"33_2_2013-04-05",7471.4251048951
"33_2_2013-01-18",7471.4251048951
"33_2_2013-06-14",7471.4251048951
"33_2_2013-04-26",7471.4251048951
"10_2_2013-02-22",109795.291468531
"17_2_2013-07-12",42231.8444055944
"17_2_2013-07-19",42231.8444055944
"17_2_2013-04-26",42231.8444055944
"19_2_2013-05-24",50841.0729370629
"39_2_2013-06-28",67338.4293706294
"39_2_2013-07-05",67338.4293706294
"39_2_2013-07-12",67338.4293706294
"7_2_2012-11-09",22603.6907692308
"7_2_2013-07-12",22603.6907692308
"7_2_2013-01-18",22603.6907692308
"7_2_2013-06-07",22603.6907692308
"7_2_2013-02-01",22603.6907692308
"7_2_2013-02-08",22603.6907692308
"7_2_2012-11-23",22603.6907692308
"30_2_2013-03-08",12974.4644755245
"30_2_2013-03-15",12974.4644755245
"19_2_2013-05-10",50841.0729370629
"19_2_2013-03-15",50841.0729370629
"19_2_2013-02-22",50841.0729370629
"20_2_2013-07-26",78251.2499300699
"7_2_2012-12-28",22603.6907692308
"7_2_2013-01-25",22603.6907692308
"7_2_2013-04-26",22603.6907692308
"7_2_2013-05-03",22603.6907692308
"7_2_2013-05-10",22603.6907692308
"42_2_2013-04-19",15976.9024475524
"44_2_2013-01-11",9377.27300699301
"7_2_2013-05-31",22603.6907692308
"7_2_2012-11-30",22603.6907692308
"11_2_2012-11-09",57114.3262237762
"17_2_2013-04-12",42231.8444055944
"33_2_2013-05-17",7471.4251048951
"33_2_2012-11-16",7471.4251048951
"33_2_2012-11-23",7471.4251048951
"11_2_2013-05-10",57114.3262237762
"11_2_2013-05-17",57114.3262237762
"11_2_2013-03-22",57114.3262237762
"44_2_2013-03-29",9377.27300699301
"10_2_2012-11-16",109795.291468531
"33_2_2013-07-26",7471.4251048951
"33_2_2013-06-28",7471.4251048951
"18_2_2013-01-18",63665.1395104895
"18_2_2013-03-01",63665.1395104895
"14_2_2012-11-23",77704.857972028
"7_2_2012-11-16",22603.6907692308
"7_2_2013-01-11",22603.6907692308
"7_2_2012-12-14",22603.6907692308
"10_2_2013-05-10",109795.291468531
"10_2_2013-05-17",109795.291468531
"10_2_2013-02-01",109795.291468531
"25_2_2013-07-05",36871.3105594406
"6_2_2012-12-28",50269.4372727273
"6_2_2013-07-12",50269.4372727273
"15_2_2013-04-05",26317.4107692308
"15_2_2013-03-29",26317.4107692308
"2_2_2013-04-12",65912.9225174825
"2_2_2013-01-04",65912.9225174825
"1_2_2012-11-09",46102.0904195804
"1_2_2012-11-30",46102.0904195804
"1_2_2013-07-26",46102.0904195804
"1_2_2012-11-02",46102.0904195804
"1_2_2012-12-14",46102.0904195804
"1_2_2012-11-16",46102.0904195804
"1_2_2013-03-01",46102.0904195804
"1_2_2012-12-07",46102.0904195804
"1_2_2013-04-12",46102.0904195804
"1_2_2013-01-11",46102.0904195804
"1_2_2013-01-25",46102.0904195804
"1_2_2013-06-28",46102.0904195804
"1_2_2013-04-26",46102.0904195804
"33_2_2012-11-02",7471.4251048951
"44_2_2013-02-15",9377.27300699301
"44_2_2013-02-22",9377.27300699301
"11_2_2013-05-03",57114.3262237762
"1_2_2012-12-21",46102.0904195804
"1_2_2012-12-28",46102.0904195804
"1_2_2013-06-21",46102.0904195804
"39_2_2013-04-26",67338.4293706294
"39_2_2013-05-03",67338.4293706294
"7_2_2013-05-17",22603.6907692308
"7_2_2012-12-21",22603.6907692308
"10_2_2012-12-07",109795.291468531
"10_2_2013-02-08",109795.291468531
"18_2_2013-01-11",63665.1395104895
"1_2_2013-03-15",46102.0904195804
"1_2_2013-04-05",46102.0904195804
"1_2_2013-06-14",46102.0904195804
"1_2_2013-05-17",46102.0904195804
"1_2_2013-05-10",46102.0904195804
"1_2_2013-06-07",46102.0904195804
"13_2_2012-12-14",76339.96
"13_2_2013-03-01",76339.96
"42_2_2012-12-28",15976.9024475524
"33_2_2013-02-22",7471.4251048951
"28_2_2013-01-25",57751.2743356643
"28_2_2013-02-01",57751.2743356643
"28_2_2013-02-08",57751.2743356643
"28_2_2013-02-15",57751.2743356643
"28_2_2013-02-22",57751.2743356643
"33_2_2013-02-15",7471.4251048951
"33_2_2013-03-01",7471.4251048951
"33_2_2013-05-31",7471.4251048951
"33_2_2013-06-07",7471.4251048951
"33_2_2013-03-15",7471.4251048951
"33_2_2013-05-24",7471.4251048951
"33_2_2012-12-28",7471.4251048951
"33_2_2013-01-04",7471.4251048951
"33_2_2013-01-11",7471.4251048951
"28_2_2013-04-26",57751.2743356643
"42_2_2013-05-03",15976.9024475524
"42_2_2013-05-10",15976.9024475524
"42_2_2013-05-17",15976.9024475524
"42_2_2013-02-22",15976.9024475524
"42_2_2013-03-01",15976.9024475524
"42_2_2013-06-07",15976.9024475524
"42_2_2013-06-14",15976.9024475524
"42_2_2013-06-21",15976.9024475524
"42_2_2013-06-28",15976.9024475524
"42_2_2013-07-05",15976.9024475524
"42_2_2013-07-12",15976.9024475524
"42_2_2013-07-19",15976.9024475524
"42_2_2013-07-26",15976.9024475524
"19_2_2012-11-02",50841.0729370629
"19_2_2013-01-11",50841.0729370629
"19_2_2012-11-23",50841.0729370629
"19_2_2012-11-30",50841.0729370629
"35_2_2012-12-07",45578.4562237762
"35_2_2012-11-02",45578.4562237762
"35_2_2012-11-09",45578.4562237762
"35_2_2012-11-16",45578.4562237762
"21_2_2012-11-23",47780.5991608392
"21_2_2012-11-16",47780.5991608392
"21_2_2013-02-15",47780.5991608392
"21_2_2012-11-30",47780.5991608392
"21_2_2012-12-07",47780.5991608392
"7_2_2012-11-02",22603.6907692308
"7_2_2013-03-01",22603.6907692308
"7_2_2013-06-14",22603.6907692308
"15_2_2012-11-16",26317.4107692308
"15_2_2013-02-22",26317.4107692308
"15_2_2013-01-25",26317.4107692308
"30_2_2013-05-10",12974.4644755245
"30_2_2013-03-22",12974.4644755245
"30_2_2013-03-29",12974.4644755245
"30_2_2013-05-31",12974.4644755245
"30_2_2013-06-07",12974.4644755245
"44_2_2013-01-04",9377.27300699301
"30_2_2013-05-24",12974.4644755245
"30_2_2013-06-28",12974.4644755245
"30_2_2013-04-05",12974.4644755245
"7_2_2012-12-07",22603.6907692308
"7_2_2013-06-28",22603.6907692308
"11_2_2013-02-15",57114.3262237762
"11_2_2013-02-22",57114.3262237762
"44_2_2012-11-30",9377.27300699301
"44_2_2013-03-08",9377.27300699301
"44_2_2013-03-15",9377.27300699301
"44_2_2013-03-22",9377.27300699301
"7_2_2013-04-19",22603.6907692308
"44_2_2013-04-05",9377.27300699301
"10_2_2012-11-30",109795.291468531
"21_2_2013-01-18",47780.5991608392
"21_2_2013-03-29",47780.5991608392
"21_2_2013-07-19",47780.5991608392
"10_2_2013-02-15",109795.291468531
"10_2_2013-04-19",109795.291468531
"10_2_2013-03-01",109795.291468531
"10_2_2013-03-08",109795.291468531
"10_2_2012-11-02",109795.291468531
"6_2_2013-05-17",50269.4372727273
"6_2_2012-12-14",50269.4372727273
"16_2_2013-03-08",23549.144965035
"16_2_2013-05-17",23549.144965035
"16_2_2013-05-24",23549.144965035
"16_2_2012-12-28",23549.144965035
"16_2_2013-01-04",23549.144965035
"6_2_2013-07-19",50269.4372727273
"6_2_2013-01-18",50269.4372727273
"39_2_2012-11-02",67338.4293706294
"39_2_2012-11-30",67338.4293706294
"39_2_2012-11-09",67338.4293706294
"39_2_2012-11-16",67338.4293706294
"39_2_2012-11-23",67338.4293706294
"39_2_2012-12-28",67338.4293706294
"2_2_2012-11-23",65912.9225174825
"2_2_2013-06-21",65912.9225174825
"11_2_2013-07-05",57114.3262237762
"11_2_2013-04-05",57114.3262237762
"24_2_2012-12-14",40797.1693006993
"24_2_2013-04-19",40797.1693006993
"24_2_2013-04-26",40797.1693006993
"1_2_2013-05-03",46102.0904195804
"1_2_2012-11-23",46102.0904195804
"1_2_2013-03-22",46102.0904195804
"1_2_2013-03-08",46102.0904195804
"24_2_2013-05-24",40797.1693006993
"24_2_2013-05-31",40797.1693006993
"24_2_2013-04-12",40797.1693006993
"1_2_2013-01-04",46102.0904195804
"1_2_2013-03-29",46102.0904195804
"1_2_2013-01-18",46102.0904195804
"1_2_2013-05-24",46102.0904195804
"1_2_2013-05-31",46102.0904195804
"1_2_2013-07-12",46102.0904195804
"1_2_2013-07-19",46102.0904195804
"39_2_2013-06-07",67338.4293706294
"39_2_2013-06-14",67338.4293706294
"39_2_2013-06-21",67338.4293706294
"42_2_2012-11-09",15976.9024475524
"42_2_2012-11-02",15976.9024475524
"42_2_2012-12-07",15976.9024475524
"42_2_2012-11-16",15976.9024475524
"42_2_2012-12-21",15976.9024475524
"45_2_2013-03-29",35800.9124475524
"42_2_2013-01-04",15976.9024475524
"31_2_2012-12-21",58512.1315384615
"33_2_2012-12-21",7471.4251048951
"33_2_2012-12-07",7471.4251048951
"33_2_2013-02-01",7471.4251048951
"33_2_2013-05-10",7471.4251048951
"40_2_2013-04-19",26702.7051748252
"40_2_2013-04-26",26702.7051748252
"40_2_2013-05-03",26702.7051748252
"40_2_2013-05-10",26702.7051748252
"40_2_2013-05-17",26702.7051748252
"40_2_2013-05-24",26702.7051748252
"28_2_2013-07-05",57751.2743356643
"28_2_2013-07-12",57751.2743356643
"28_2_2013-07-19",57751.2743356643
"4_2_2013-01-25",93639.3153846154
"45_2_2013-07-26",35800.9124475524
"17_2_2012-12-28",42231.8444055944
"22_2_2012-12-14",53361.8518881119
"22_2_2013-01-11",53361.8518881119
"22_2_2013-04-26",53361.8518881119
"22_2_2013-06-28",53361.8518881119
"22_2_2013-02-01",53361.8518881119
"22_2_2013-06-21",53361.8518881119
"22_2_2013-07-12",53361.8518881119
"22_2_2013-07-05",53361.8518881119
"22_2_2013-01-18",53361.8518881119
"22_2_2013-04-19",53361.8518881119
"14_2_2013-06-21",77704.857972028
"14_2_2013-07-26",77704.857972028
"14_2_2013-01-18",77704.857972028
"14_2_2013-05-10",77704.857972028
"14_2_2013-04-19",77704.857972028
"38_2_2013-05-31",10986.1726573427
"17_2_2013-05-03",42231.8444055944
"17_2_2013-05-10",42231.8444055944
"14_2_2013-03-01",77704.857972028
"20_2_2013-04-12",78251.2499300699
"20_2_2013-05-17",78251.2499300699
"20_2_2013-04-26",78251.2499300699
"20_2_2012-11-30",78251.2499300699
"20_2_2012-12-07",78251.2499300699
"21_2_2012-12-14",47780.5991608392
"35_2_2013-05-10",45578.4562237762
"35_2_2013-05-17",45578.4562237762
"30_2_2012-11-23",12974.4644755245
"30_2_2013-03-01",12974.4644755245
"30_2_2012-11-02",12974.4644755245
"44_2_2012-11-23",9377.27300699301
"44_2_2012-11-02",9377.27300699301
"44_2_2012-12-07",9377.27300699301
"25_2_2013-03-01",36871.3105594406
"25_2_2013-03-08",36871.3105594406
"25_2_2013-03-15",36871.3105594406
"25_2_2012-12-21",36871.3105594406
"25_2_2013-05-24",36871.3105594406
"25_2_2013-05-31",36871.3105594406
"25_2_2013-01-11",36871.3105594406
"44_2_2013-02-01",9377.27300699301
"44_2_2013-02-08",9377.27300699301
"25_2_2012-12-28",36871.3105594406
"7_2_2013-04-12",22603.6907692308
"7_2_2013-07-19",22603.6907692308
"7_2_2013-07-26",22603.6907692308
"7_2_2013-03-22",22603.6907692308
"25_2_2013-01-04",36871.3105594406
"7_2_2013-03-08",22603.6907692308
"25_2_2012-11-09",36871.3105594406
"44_2_2013-04-12",9377.27300699301
"44_2_2013-04-19",9377.27300699301
"44_2_2013-04-26",9377.27300699301
"6_2_2013-07-26",50269.4372727273
"6_2_2013-01-25",50269.4372727273
"6_2_2013-05-24",50269.4372727273
"6_2_2012-11-16",50269.4372727273
"6_2_2012-11-23",50269.4372727273
"6_2_2012-11-30",50269.4372727273
"16_2_2013-05-31",23549.144965035
"25_2_2013-02-01",36871.3105594406
"44_2_2013-06-28",9377.27300699301
"25_2_2013-04-26",36871.3105594406
"25_2_2013-04-19",36871.3105594406
"1_2_2013-02-22",46102.0904195804
"44_2_2013-05-31",9377.27300699301
"41_2_2013-01-04",48349.8289510489
"41_2_2013-01-11",48349.8289510489
"41_2_2013-01-18",48349.8289510489
"41_2_2013-01-25",48349.8289510489
"41_2_2013-02-01",48349.8289510489
"41_2_2013-02-08",48349.8289510489
"41_2_2013-02-15",48349.8289510489
"41_2_2012-11-23",48349.8289510489
"41_2_2012-11-30",48349.8289510489
"41_2_2013-03-08",48349.8289510489
"41_2_2013-03-15",48349.8289510489
"41_2_2013-03-22",48349.8289510489
"41_2_2013-03-29",48349.8289510489
"41_2_2013-04-05",48349.8289510489
"24_2_2013-02-01",40797.1693006993
"24_2_2013-07-26",40797.1693006993
"24_2_2013-06-07",40797.1693006993
"24_2_2013-05-17",40797.1693006993
"9_2_2013-05-17",24969.4774125874
"9_2_2012-11-16",24969.4774125874
"9_2_2013-02-22",24969.4774125874
"24_2_2013-03-15",40797.1693006993
"24_2_2012-12-28",40797.1693006993
"24_2_2013-01-04",40797.1693006993
"39_2_2013-05-10",67338.4293706294
"39_2_2013-05-17",67338.4293706294
"39_2_2013-05-24",67338.4293706294
"39_2_2013-05-31",67338.4293706294
"9_2_2013-04-19",24969.4774125874
"9_2_2013-04-26",24969.4774125874
"9_2_2013-07-19",24969.4774125874
"9_2_2013-05-10",24969.4774125874
"9_2_2012-11-09",24969.4774125874
"9_2_2013-05-03",24969.4774125874
"9_2_2012-12-14",24969.4774125874
"9_2_2013-07-12",24969.4774125874
"13_2_2012-11-16",76339.96
"40_2_2012-11-23",26702.7051748252
"42_2_2012-12-14",15976.9024475524
"40_2_2013-03-22",26702.7051748252
"40_2_2013-03-29",26702.7051748252
"40_2_2013-01-04",26702.7051748252
"40_2_2013-04-12",26702.7051748252
"31_2_2013-03-15",58512.1315384615
"31_2_2013-03-22",58512.1315384615
"31_2_2013-03-29",58512.1315384615
"31_2_2013-01-04",58512.1315384615
"31_2_2013-01-11",58512.1315384615
"31_2_2013-01-18",58512.1315384615
"31_2_2013-02-22",58512.1315384615
"31_2_2013-05-31",58512.1315384615
"31_2_2013-06-07",58512.1315384615
"31_2_2013-06-14",58512.1315384615
"31_2_2013-06-21",58512.1315384615
"28_2_2013-05-03",57751.2743356643
"28_2_2012-11-02",57751.2743356643
"31_2_2013-04-12",58512.1315384615
"31_2_2013-04-19",58512.1315384615
"31_2_2013-01-25",58512.1315384615
"31_2_2013-02-01",58512.1315384615
"31_2_2013-02-08",58512.1315384615
"31_2_2013-02-15",58512.1315384615
"31_2_2013-05-24",58512.1315384615
"31_2_2012-11-23",58512.1315384615
"31_2_2012-11-30",58512.1315384615
"31_2_2012-12-07",58512.1315384615
"31_2_2012-12-14",58512.1315384615
"33_2_2013-04-19",7471.4251048951
"33_2_2013-07-12",7471.4251048951
"33_2_2013-06-21",7471.4251048951
"18_2_2013-04-12",63665.1395104895
"18_2_2013-01-25",63665.1395104895
"18_2_2013-04-26",63665.1395104895
"18_2_2013-05-03",63665.1395104895
"18_2_2013-02-08",63665.1395104895
"18_2_2013-04-19",63665.1395104895
"18_2_2013-02-22",63665.1395104895
"18_2_2013-05-31",63665.1395104895
"18_2_2013-03-08",63665.1395104895
"18_2_2013-07-12",63665.1395104895
"18_2_2013-07-19",63665.1395104895
"18_2_2013-06-28",63665.1395104895
"18_2_2012-11-09",63665.1395104895
"18_2_2013-05-10",63665.1395104895
"18_2_2013-02-15",63665.1395104895
"18_2_2013-07-26",63665.1395104895
"15_2_2012-11-09",26317.4107692308
"15_2_2013-01-11",26317.4107692308
"15_2_2013-02-15",26317.4107692308
"15_2_2013-05-24",26317.4107692308
"15_2_2013-02-01",26317.4107692308
"7_2_2013-02-15",22603.6907692308
"7_2_2013-05-24",22603.6907692308
"15_2_2013-06-21",26317.4107692308
"15_2_2013-05-31",26317.4107692308
"15_2_2013-06-07",26317.4107692308
"15_2_2013-07-12",26317.4107692308
"7_2_2013-03-29",22603.6907692308
"25_2_2013-06-07",36871.3105594406
"25_2_2013-06-14",36871.3105594406
"25_2_2013-01-18",36871.3105594406
"25_2_2013-01-25",36871.3105594406
"15_2_2013-05-17",26317.4107692308
"25_2_2013-04-12",36871.3105594406
"15_2_2012-11-23",26317.4107692308
"15_2_2012-11-30",26317.4107692308
"15_2_2013-03-15",26317.4107692308
"7_2_2013-03-15",22603.6907692308
"11_2_2013-04-19",57114.3262237762
"11_2_2013-07-26",57114.3262237762
"11_2_2013-01-25",57114.3262237762
"11_2_2013-04-12",57114.3262237762
"11_2_2013-02-08",57114.3262237762
"11_2_2012-12-14",57114.3262237762
"11_2_2012-11-23",57114.3262237762
"11_2_2013-02-01",57114.3262237762
"11_2_2012-12-07",57114.3262237762
"11_2_2013-07-19",57114.3262237762
"11_2_2012-12-21",57114.3262237762
"2_2_2012-12-14",65912.9225174825
"2_2_2012-11-16",65912.9225174825
"2_2_2012-12-28",65912.9225174825
"2_2_2013-04-05",65912.9225174825
"24_2_2012-12-07",40797.1693006993
"24_2_2012-11-16",40797.1693006993
"24_2_2012-11-23",40797.1693006993
"24_2_2013-02-22",40797.1693006993
"24_2_2012-11-02",40797.1693006993
"24_2_2013-05-10",40797.1693006993
"24_2_2013-02-15",40797.1693006993
"24_2_2012-12-21",40797.1693006993
"24_2_2013-03-01",40797.1693006993
"24_2_2013-03-08",40797.1693006993
"2_2_2013-03-29",65912.9225174825
"2_2_2013-06-28",65912.9225174825
"9_2_2013-01-18",24969.4774125874
"9_2_2013-01-25",24969.4774125874
"9_2_2013-02-01",24969.4774125874
"9_2_2012-11-02",24969.4774125874
"39_2_2013-03-15",67338.4293706294
"39_2_2013-03-22",67338.4293706294
"39_2_2013-03-29",67338.4293706294
"9_2_2013-03-01",24969.4774125874
"9_2_2013-03-08",24969.4774125874
"9_2_2013-06-14",24969.4774125874
"9_2_2013-06-21",24969.4774125874
"9_2_2013-06-28",24969.4774125874
"9_2_2013-07-26",24969.4774125874
"9_2_2013-06-07",24969.4774125874
"24_2_2013-05-03",40797.1693006993
"24_2_2013-03-29",40797.1693006993
"24_2_2013-06-14",40797.1693006993
"24_2_2013-06-21",40797.1693006993
"24_2_2013-03-22",40797.1693006993
"24_2_2013-04-05",40797.1693006993
"24_2_2013-07-19",40797.1693006993
"26_2_2013-04-19",27398.030979021
"28_2_2013-01-18",57751.2743356643
"22_2_2013-03-08",53361.8518881119
"40_2_2013-03-01",26702.7051748252
"40_2_2013-03-08",26702.7051748252
"31_2_2012-12-28",58512.1315384615
"31_2_2013-03-01",58512.1315384615
"31_2_2013-03-08",58512.1315384615
"4_2_2013-03-15",93639.3153846154
"4_2_2013-03-22",93639.3153846154
"4_2_2013-06-07",93639.3153846154
"4_2_2013-06-14",93639.3153846154
"4_2_2013-04-05",93639.3153846154
"4_2_2013-01-11",93639.3153846154
"4_2_2013-06-21",93639.3153846154
"40_2_2013-05-31",26702.7051748252
"40_2_2013-06-07",26702.7051748252
"40_2_2013-06-14",26702.7051748252
"40_2_2013-06-21",26702.7051748252
"22_2_2013-07-26",53361.8518881119
"22_2_2012-12-28",53361.8518881119
"28_2_2012-11-09",57751.2743356643
"28_2_2012-11-16",57751.2743356643
"28_2_2012-11-23",57751.2743356643
"28_2_2012-11-30",57751.2743356643
"28_2_2012-12-07",57751.2743356643
"28_2_2013-06-21",57751.2743356643
"28_2_2012-12-21",57751.2743356643
"28_2_2012-12-28",57751.2743356643
"28_2_2013-01-04",57751.2743356643
"28_2_2013-05-10",57751.2743356643
"28_2_2013-05-17",57751.2743356643
"28_2_2013-05-24",57751.2743356643
"28_2_2013-07-26",57751.2743356643
"28_2_2013-06-07",57751.2743356643
"28_2_2013-06-14",57751.2743356643
"28_2_2012-12-14",57751.2743356643
"28_2_2013-05-31",57751.2743356643
"38_2_2013-06-14",10986.1726573427
"4_2_2013-07-05",93639.3153846154
"4_2_2013-02-15",93639.3153846154
"4_2_2013-07-19",93639.3153846154
"4_2_2013-07-26",93639.3153846154
"4_2_2012-11-09",93639.3153846154
"4_2_2012-12-07",93639.3153846154
"4_2_2012-11-02",93639.3153846154
"21_2_2013-02-22",47780.5991608392
"21_2_2013-03-01",47780.5991608392
"35_2_2012-11-23",45578.4562237762
"35_2_2013-05-03",45578.4562237762
"35_2_2013-06-07",45578.4562237762
"35_2_2013-06-14",45578.4562237762
"35_2_2013-06-21",45578.4562237762
"35_2_2013-05-31",45578.4562237762
"35_2_2013-07-05",45578.4562237762
"35_2_2013-04-12",45578.4562237762
"30_2_2013-05-17",12974.4644755245
"35_2_2013-06-28",45578.4562237762
"19_2_2013-06-28",50841.0729370629
"19_2_2013-07-05",50841.0729370629
"30_2_2013-06-14",12974.4644755245
"30_2_2013-06-21",12974.4644755245
"30_2_2013-04-26",12974.4644755245
"7_2_2013-04-05",22603.6907692308
"15_2_2013-04-26",26317.4107692308
"15_2_2012-11-02",26317.4107692308
"15_2_2013-05-10",26317.4107692308
"30_2_2013-02-22",12974.4644755245
"15_2_2012-12-21",26317.4107692308
"10_2_2012-11-09",109795.291468531
"21_2_2013-03-22",47780.5991608392
"21_2_2013-06-28",47780.5991608392
"21_2_2013-04-26",47780.5991608392
"6_2_2012-12-07",50269.4372727273
"6_2_2013-06-28",50269.4372727273
"6_2_2013-07-05",50269.4372727273
"6_2_2013-04-26",50269.4372727273
"16_2_2012-12-14",23549.144965035
"16_2_2013-02-22",23549.144965035
"16_2_2013-03-01",23549.144965035
"30_2_2013-01-25",12974.4644755245
"30_2_2013-07-05",12974.4644755245
"30_2_2013-01-11",12974.4644755245
"8_2_2013-04-05",35729.8217482518
"8_2_2013-07-19",35729.8217482518
"8_2_2013-07-26",35729.8217482518
"8_2_2013-04-26",35729.8217482518
"16_2_2013-03-15",23549.144965035
"16_2_2012-12-21",23549.144965035
"6_2_2013-02-22",50269.4372727273
"6_2_2013-05-10",50269.4372727273
"6_2_2013-02-08",50269.4372727273
"6_2_2013-02-15",50269.4372727273
"6_2_2013-03-22",50269.4372727273
"6_2_2013-03-01",50269.4372727273
"6_2_2013-06-07",50269.4372727273
"6_2_2013-03-15",50269.4372727273
"6_2_2013-04-19",50269.4372727273
"6_2_2013-03-29",50269.4372727273
"6_2_2013-01-04",50269.4372727273
"39_2_2013-02-15",67338.4293706294
"39_2_2013-02-22",67338.4293706294
"39_2_2013-03-01",67338.4293706294
"39_2_2013-03-08",67338.4293706294
"45_2_2012-11-02",35800.9124475524
"45_2_2012-11-09",35800.9124475524
"45_2_2012-11-16",35800.9124475524
"39_2_2013-04-05",67338.4293706294
"39_2_2013-04-12",67338.4293706294
"39_2_2013-01-18",67338.4293706294
"40_2_2012-11-02",26702.7051748252
"24_2_2013-06-28",40797.1693006993
"24_2_2013-01-11",40797.1693006993
"24_2_2013-01-18",40797.1693006993
"45_2_2013-01-25",35800.9124475524
"45_2_2013-02-01",35800.9124475524
"45_2_2013-02-08",35800.9124475524
"45_2_2013-02-15",35800.9124475524
"45_2_2013-02-22",35800.9124475524
"45_2_2013-03-01",35800.9124475524
"45_2_2013-03-08",35800.9124475524
"45_2_2013-03-15",35800.9124475524
"45_2_2013-03-22",35800.9124475524
"33_2_2012-11-30",7471.4251048951
"27_2_2012-12-14",79001.0491608392
"45_2_2013-04-05",35800.9124475524
"40_2_2013-03-15",26702.7051748252
"45_2_2013-01-18",35800.9124475524
"45_2_2013-04-26",35800.9124475524
"45_2_2013-05-03",35800.9124475524
"45_2_2013-05-10",35800.9124475524
"45_2_2013-05-17",35800.9124475524
"45_2_2013-05-24",35800.9124475524
"45_2_2013-05-31",35800.9124475524
"45_2_2013-06-07",35800.9124475524
"45_2_2013-06-14",35800.9124475524
"4_2_2013-03-01",93639.3153846154
"4_2_2012-11-16",93639.3153846154
"4_2_2013-01-18",93639.3153846154
"45_2_2013-07-19",35800.9124475524
"22_2_2013-02-15",53361.8518881119
"40_2_2013-06-28",26702.7051748252
"22_2_2013-01-04",53361.8518881119
"14_2_2013-03-15",77704.857972028
"14_2_2013-03-22",77704.857972028
"14_2_2013-03-29",77704.857972028
"14_2_2012-11-30",77704.857972028
"14_2_2013-06-07",77704.857972028
"14_2_2013-06-14",77704.857972028
"14_2_2013-04-26",77704.857972028
"14_2_2013-06-28",77704.857972028
"14_2_2013-07-05",77704.857972028
"14_2_2013-04-12",77704.857972028
"22_2_2013-07-19",53361.8518881119
"38_2_2013-05-10",10986.1726573427
"38_2_2013-02-15",10986.1726573427
"38_2_2013-05-24",10986.1726573427
"43_2_2013-03-22",20722.8514685315
"38_2_2013-06-07",10986.1726573427
